boundaryCollection,boundaryName,boundaryISO,boundaryYearRepresented,boundaryType,boundaryCanonical,nameField,boundarySource-1,boundarySource-2,boundarySource-3,boundarySource-4,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,sourceDataUpdateDate,buildUpdateDate,Continent,UNSDG-region,UNSDG-subregion,worldBankIncomeGroup,apiURL,boundaryCount,boundaryYearSourceLag,statsArea,statsPerimeter,statsVertices,statsLineResolution,statsVertexDensity
geoBoundaries (Open),Lesotho,LSO,2020,ADM2,constituencies,shapeName,geoBoundaries (Open),FAO and the Ministry of Local Government,OCHA ROSEA,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/lesotho-administrative-level-0-2-boundaries,data.humdata.org/dataset/lesotho-administrative-level-0-2-boundaries,"Sep 08, 2021","Sep 09, 2021",Africa,Sub-Saharan Africa,Southern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LSO/ADM2/geoBoundaries-LSO-ADM2.topojson,78,,30564.455301642138,10165.796141266916,136401,74.52875082489803,13.417640694789792
geoBoundaries (Open),Lesotho,LSO,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Africa,Sub-Saharan Africa,Southern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LSO/ADM0/geoBoundaries-LSO-ADM0.topojson,1,,30549.23273662111,1100.858499835923,21101,52.170916062552635,19.167767704155427
geoBoundaries (Open),Lesotho,LSO,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Africa,Sub-Saharan Africa,Southern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LSO/ADM1/geoBoundaries-LSO-ADM1.topojson,10,,30549.237035596183,4463.0719370828765,43658,102.22804381975529,9.782051603796342
geoBoundaries (Open),Rwanda,RWA,2012,ADM2,Unknown,shapeName,geoBoundaries (Open),Open Data Rwanda,,,Creative Commons Attribution 4.0 International (CC BY 4.0),,www.statistics.gov.rw/terms-use,geodata-nisr.opendata.arcgis.com/datasets/c0a3d1deab694f7998bc4b966be12cbb_0,"Sep 25, 2020","Aug 27, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/RWA/ADM2/geoBoundaries-RWA-ADM2.topojson,30,,25316.397398481236,5175.518341829643,149340,34.655941755923685,28.85508081248641
geoBoundaries (Open),Rwanda,RWA,2012,ADM4,Unknown,shapeName,geoBoundaries (Open),Open Data Rwanda,,,Creative Commons Attribution 4.0 International (CC BY 4.0),,www.statistics.gov.rw/terms-use,geodata-nisr.opendata.arcgis.com/datasets/5ce6aa02c0f443638304bfb97329e6df_0,"Sep 25, 2020","Aug 27, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/RWA/ADM4/geoBoundaries-RWA-ADM4.topojson,2148,,24306.128976190757,36958.901553589916,1206920,30.62249490735916,32.65573242889759
geoBoundaries (Open),Rwanda,RWA,2012,ADM3,Unknown,shapeName,geoBoundaries (Open),Open Data Rwanda,,,Creative Commons Attribution 4.0 International (CC BY 4.0),,www.statistics.gov.rw/terms-use,geodata-nisr.opendata.arcgis.com/datasets/7083c6f446ae41c1bc69649f577f8a68_0,"Sep 25, 2020","Aug 30, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/RWA/ADM3/geoBoundaries-RWA-ADM3.topojson,416,,24306.12430555768,17731.898936895166,574403,30.87013636226685,32.39376685171754
geoBoundaries (Open),Rwanda,RWA,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/RWA/ADM0/geoBoundaries-RWA-ADM0.topojson,1,,25273.243579940077,970.9031778312242,11163,86.97511223069284,11.497541933002621
geoBoundaries (Open),Rwanda,RWA,2020,ADM1,Province,shapeName,geoBoundaries (Open),The Rwanda Geo Portal,,,Creative Commons Attribution 4.0 (CC BY 4.0),,rwanda.africageoportal.com/datasets/dac12729b2cd4f0db92fddaa6a80460d_0,rwanda.africageoportal.com/datasets/dac12729b2cd4f0db92fddaa6a80460d_0,"Feb 10, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/RWA/ADM1/geoBoundaries-RWA-ADM1.topojson,5,,25304.399915244478,2194.118727762093,58470,37.525546908877935,26.648512343558043
geoBoundaries (Open),Marshall Islands,MHL,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Micronesia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MHL/ADM0/geoBoundaries-MHL-ADM0.topojson,1,,125.40515188825941,953.7880920529531,10007,95.31209074177606,10.491848329182563
geoBoundaries (Open),Marshall Islands,MHL,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Micronesia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MHL/ADM1/geoBoundaries-MHL-ADM1.topojson,24,,6521.311908735016,1449.8185960609983,10786,134.41670647700707,7.4395514234018005
geoBoundaries (Open),Afghanistan,AFG,2014,ADM2,wuleswali,shapeName,geoBoundaries (Open),Afghanistan Information Management Services,Esri Disaster Response Program,,Public Domain,license was officially a custom license simply described as open on ArcGIS Hub. No other restictions were included so collector decided on public domain as the official license.,hub.arcgis.com/datasets/2b63527870ef416bacf83bcaf388685f_0?geometry=53.805%2C30.812%2C81.556%2C37.181,hub.arcgis.com/datasets/2b63527870ef416bacf83bcaf388685f_0?geometry=53.805%2C30.812%2C81.556%2C37.181,"Sep 08, 2021","Sep 08, 2021",Asia,Central and Southern Asia,Southern Asia,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/AFG/ADM2/geoBoundaries-AFG-ADM2.topojson,398,,641868.3686616288,75596.66467572893,181607,416.2651476855459,2.402314980151588
geoBoundaries (Open),Afghanistan,AFG,2014,ADM0,"افغانستان‎ , Afġānistān",shapeName,geoBoundaries (Open),geoBoundaries,ArcGIS Hub,,Public Domain,license was officially a custom license simply described as open on ArcGIS Hub. No other restrictions were included so collector decided on public domain as the official license.,hub.arcgis.com/datasets/2b63527870ef416bacf83bcaf388685f_0?geometry=53.805%2C30.812%2C81.556%2C37.181,hub.arcgis.com/datasets/2b63527870ef416bacf83bcaf388685f_0?geometry=53.805%2C30.812%2C81.556%2C37.181,"Jul 29, 2021","Aug 25, 2021",Asia,Central and Southern Asia,Southern Asia,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/AFG/ADM0/geoBoundaries-AFG-ADM0.topojson,1,,641868.2378213402,6033.760607905017,24103,250.3323489982582,3.994689475817438
geoBoundaries (Open),Afghanistan,AFG,2014,ADM1,Wilayat,shapeName,geoBoundaries (Open),Afghanistan Information Management Services,Esri Disaster Response Program,,Public Domain,license was officially a custom license simply described as open on ArcGIS Hub. No other restictions were included so collector decided on public domain as the official license.,hub.arcgis.com/datasets/2b63527870ef416bacf83bcaf388685f_0?geometry=53.805%2C30.812%2C81.556%2C37.181,hub.arcgis.com/datasets/2b63527870ef416bacf83bcaf388685f_0?geometry=53.805%2C30.812%2C81.556%2C37.181,"Sep 08, 2021","Sep 08, 2021",Asia,Central and Southern Asia,Southern Asia,Low-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/AFG/ADM1/geoBoundaries-AFG-ADM1.topojson,34,,641868.5216685261,27771.20214772482,74112,374.7193726754752,2.668663733236038
geoBoundaries (Open),Barbados,BRB,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BRB/ADM0/geoBoundaries-BRB-ADM0.topojson,1,,432.93480421047093,109.6678332459898,1859,58.992917292087036,16.951187462874195
geoBoundaries (Open),Barbados,BRB,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BRB/ADM1/geoBoundaries-BRB-ADM1.topojson,11,,432.93530280052624,309.7312907491721,1935,160.067850516368,6.24735071267633
geoBoundaries (Open),Solomon Islands,SLB,2018,ADM2,Constituency,shapeName,geoBoundaries (Open),Solomon Islands National Statistics Office (SINSO),OCHA ROAP,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/solomon-islands-administrative-level-0-1-2-and-3-boundary-polygons,data.humdata.org/dataset/solomon-islands-administrative-level-0-1-2-and-3-boundary-polygons,"Jul 11, 2021","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Melanesia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SLB/ADM2/geoBoundaries-SLB-ADM2.topojson,50,,28107.117726420984,13584.183011019739,204252,66.50697672982267,15.036016507897974
geoBoundaries (Open),Solomon Islands,SLB,2014,ADM4,Wards,shapeName,geoBoundaries (Open),POPGIS,,,Other - Direct Permission,Granted to redistribute in email,twitter.com/WMgeoLab/status/1196550630023651328/photo/3,prism.spc.int/regional-data-and-tools/popgis2,"Nov 09, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Melanesia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SLB/ADM4/geoBoundaries-SLB-ADM4.topojson,1344,,28107.114177083862,28209.39824919304,257725,109.45542050322258,9.136139584522066
geoBoundaries (Open),Solomon Islands,SLB,2014,ADM3,Wards,shapeName,geoBoundaries (Open),POPGIS,,,Other - Direct Permission,Granted to redistribute in email,twitter.com/WMgeoLab/status/1196550630023651328/photo/2,prism.spc.int/regional-data-and-tools/popgis2,"Nov 13, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Melanesia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SLB/ADM3/geoBoundaries-SLB-ADM3.topojson,183,,28107.10984601374,16687.292180089633,209039,79.82860700677688,12.526837652511048
geoBoundaries (Open),Solomon Islands,SLB,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Melanesia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SLB/ADM0/geoBoundaries-SLB-ADM0.topojson,1,,28314.395208962276,8119.939145781136,42191,192.45666482854486,5.195974901107616
geoBoundaries (Open),Solomon Islands,SLB,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Oceania,Oceania (excluding Australia and New Zealand),Melanesia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/SLB/ADM1/geoBoundaries-SLB-ADM1.topojson,10,,28314.446194067554,8154.637486462254,42212,193.18292159722955,5.1764410214528045
geoBoundaries (Open),Hungary,HUN,2017,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Europe,Europe and Northern America,Eastern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HUN/ADM2/geoBoundaries-HUN-ADM2.topojson,198,,93012.76458622035,25540.26483739423,136812,186.68146681134863,5.356718141766865
geoBoundaries (Open),Hungary,HUN,2017,ADM3,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Europe,Europe and Northern America,Eastern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HUN/ADM3/geoBoundaries-HUN-ADM3.topojson,3357,,93012.1719795527,81477.16769277387,155663,523.4202584607381,1.9105106916204893
geoBoundaries (Open),Hungary,HUN,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Europe,Europe and Northern America,Eastern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HUN/ADM0/geoBoundaries-HUN-ADM0.topojson,1,,93012.6603860929,2211.8058123524843,30695,72.05752768700061,13.877800586549997
geoBoundaries (Open),Hungary,HUN,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Europe,Europe and Northern America,Eastern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HUN/ADM1/geoBoundaries-HUN-ADM1.topojson,20,,93012.6569314565,9430.44740280656,61745,152.73216297362637,6.54740940303896
geoBoundaries (Open),Zambia,ZMB,2020,ADM2,Districts,shapeName,geoBoundaries (Open),GRID3,Office of the Surveyor General,,Creative Commons Attribution 4.0 (CC BY 4.0),,data.grid3.org/datasets/GRID3,data.grid3.org/datasets/GRID3,"Jul 14, 2021","Aug 28, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ZMB/ADM2/geoBoundaries-ZMB-ADM2.topojson,116,,751084.1208722705,58285.625343448104,806344,72.28382097894708,13.834354444146687
geoBoundaries (Open),Zambia,ZMB,2020,ADM0,Country,shapeName,geoBoundaries (Open),Disaster Management and Mitigation Unit (DMMU) Zambia,OCHA ROSEA,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population,data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population,"Sep 08, 2021","Sep 14, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ZMB/ADM0/geoBoundaries-ZMB-ADM0.topojson,1,,751169.1631320473,5859.518397512027,13990,418.83619710593473,2.3875682352904986
geoBoundaries (Open),Zambia,ZMB,2020,ADM1,Province,shapeName,geoBoundaries (Open),Disaster Management and Mitigation Unit (DMMU) Zambia,OCHA ROSEA,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population,data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population,"Sep 08, 2021","Sep 14, 2021",Africa,Sub-Saharan Africa,Eastern Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ZMB/ADM1/geoBoundaries-ZMB-ADM1.topojson,10,,751169.9857423367,17440.647780368006,59225,294.48117822487137,3.395802767524861
geoBoundaries (Open),Algeria,DZA,2017,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/DZA/ADM2/geoBoundaries-DZA-ADM2.topojson,547,,2310019.662455717,113374.64690978911,651912,173.91096790638784,5.750068624414053
geoBoundaries (Open),Algeria,DZA,2021,ADM3,Communes,shapeName,geoBoundaries (Open),Open Street Map,,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,osm-boundaries.com/,"Mar 25, 2021","Aug 25, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/DZA/ADM3/geoBoundaries-DZA-ADM3.topojson,1540,,2309673.137282531,164829.2529657803,992154,166.13273036824958,6.019283483654313
geoBoundaries (Open),Algeria,DZA,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/DZA/ADM0/geoBoundaries-DZA-ADM0.topojson,1,,2310021.7335937,8385.104899353057,45774,183.18488441807702,5.458965695650586
geoBoundaries (Open),Algeria,DZA,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Africa,Northern Africa and Western Asia,Northern Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/DZA/ADM1/geoBoundaries-DZA-ADM1.topojson,48,,2310019.4333835384,42278.91890173692,248839,169.90471309455882,5.8856519150440505
geoBoundaries (Open),Belarus,BLR,2017,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Europe,Europe and Northern America,Eastern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BLR/ADM2/geoBoundaries-BLR-ADM2.topojson,118,,207218.0243143698,31778.514151770352,70517,450.6503985105769,2.219015013201036
geoBoundaries (Open),Belarus,BLR,2017,ADM0,Republic of Belarus,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Dec 19, 2020","Aug 25, 2021",Europe,Europe and Northern America,Eastern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BLR/ADM0/geoBoundaries-BLR-ADM0.topojson,1,,207570.94610579146,3673.191710465968,39408,93.2092902574596,10.728544303232363
geoBoundaries (Open),Belarus,BLR,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Europe,Europe and Northern America,Eastern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BLR/ADM1/geoBoundaries-BLR-ADM1.topojson,7,,207570.9480549018,9608.59123758648,48939,196.33811965071783,5.093254441771078
geoBoundaries (Open),Paraguay,PRY,2012,ADM2,Unknown,shapeName,geoBoundaries (Open),"Direcion General de Estadica, Encuestas y Censos",,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons V4,twitter.com/WMgeoLab/status/1179001467669078017/photo/3,geo.stp.gov.py/user/dgeec/tables/paraguay_2012_barrrios_y_localidades/public,"Sep 25, 2020","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PRY/ADM2/geoBoundaries-PRY-ADM2.topojson,247,,399657.167777267,47459.4250617202,994664,47.714027110381195,20.95819742246047
geoBoundaries (Open),Paraguay,PRY,2012,ADM0,Unknown,shapeName,geoBoundaries (Open),"Direcion General de Estadica, Encuestas y Censos",,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons V4,twitter.com/WMgeoLab/status/1179001467669078017/photo/1,geo.stp.gov.py/user/dgeec/tables/paraguay_2012_departamentos/public,"Sep 25, 2020","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PRY/ADM0/geoBoundaries-PRY-ADM0.topojson,1,,399657.12217293435,4164.795754577206,38656,107.73995639945173,9.281607617256181
geoBoundaries (Open),Paraguay,PRY,2012,ADM1,Unknown,shapeName,geoBoundaries (Open),"Direcion General de Estadica, Encuestas y Censos",,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons V4,twitter.com/WMgeoLab/status/1179001467669078017/photo/2,geo.stp.gov.py/user/dgeec/tables/paraguay_2012_departamentos/public,"Sep 25, 2020","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,South America,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PRY/ADM1/geoBoundaries-PRY-ADM1.topojson,18,,399657.21683962015,15998.164368360034,271567,58.9105611814397,16.974884977246813
geoBoundaries (Open),Portugal,PRT,2016,ADM2,Unknown,shapeName,geoBoundaries (Open),DG Territory,,,Open Data Commons Open Database License 1.0,Open data noted on source page,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231908,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231908,"Sep 25, 2020","Sep 14, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PRT/ADM2/geoBoundaries-PRT-ADM2.topojson,308,,92219.90537331134,31114.932043924764,1546972,20.113442288499574,49.71799384990296
geoBoundaries (Open),Portugal,PRT,2021,ADM3,Freguesias,shapeName,geoBoundaries (Open),geoBoundaries,DG Territory,,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,"Aug 05, 2021","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PRT/ADM3/geoBoundaries-PRT-ADM3.topojson,2905,,92219.905107619,80926.79663436914,3680074,21.990535145317494,45.4741093562215
geoBoundaries (Open),Portugal,PRT,2016,ADM0,Unknown,shapeName,geoBoundaries (Open),DG Territory,,,Open Data Commons Open Database License 1.0,Open data noted on source page,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231906,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231906,"Sep 25, 2020","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PRT/ADM0/geoBoundaries-PRT-ADM0.topojson,1,,92219.90510637575,3916.5909663548637,385029,10.172197331512338,98.30717665121489
geoBoundaries (Open),Portugal,PRT,2016,ADM1,Unknown,shapeName,geoBoundaries (Open),DG Territory,,,Open Data Commons Open Database License 1.0,Open data noted on source page,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231907,snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231907,"Sep 25, 2020","Aug 27, 2021",Europe,Europe and Northern America,Southern Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/PRT/ADM1/geoBoundaries-PRT-ADM1.topojson,20,,92219.90654653548,10492.288788373344,642608,16.327665992912234,61.245740844655664
geoBoundaries (Open),Equatorial Guinea,GNQ,2013,ADM2,Unknown,shapeName,geoBoundaries (Open),"World Resources Institute, Congo Forest Basin Atlas",,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons BY 4.0 - Noted by CC icon on web page,gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,"Sep 25, 2020","Aug 26, 2021",Africa,Sub-Saharan Africa,Middle Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GNQ/ADM2/geoBoundaries-GNQ-ADM2.topojson,28,,26903.954121613464,4366.714183033602,14481,301.5478339226298,3.3162234561319277
